Date,BTCX21.CME,BTCZ21.CME,BTCF22.CME,BTCG22.CME,BTCH22.CME,BTCJ22.CME,BTCZ22.CME,BTC-USD
2021-11-04,61360.0,61910.0,62300.0,62645.0,63015.0,63265.0,67510.0,61452.23046875
2021-11-05,61380.0,61900.0,62290.0,62635.0,63005.0,63255.0,67500.0,61125.67578125
2021-11-08,66485.0,67075.0,67440.0,67785.0,68110.0,68365.0,72610.0,67566.828125
2021-11-09,67625.0,68235.0,68615.0,68995.0,69330.0,69570.0,73815.0,66971.828125
2021-11-10,66075.0,66650.0,66975.0,67310.0,67625.0,67735.0,70450.0,64995.23046875
2021-11-11,65055.0,65635.0,65995.0,66340.0,66655.0,66955.0,69435.0,64949.9609375
2021-11-12,64235.0,64820.0,65190.0,65550.0,65885.0,66280.0,69400.0,64155.94140625
2021-11-15,63910.0,64460.0,64860.0,65240.0,65595.0,66040.0,69150.0,63557.87109375
2021-11-16,59730.0,60220.0,60565.0,60910.0,61230.0,61630.0,64535.0,60161.24609375
2021-11-17,60485.0,61060.0,61405.0,61745.0,62025.0,62420.0,65365.0,60368.01171875
2021-11-18,58015.0,58575.0,58945.0,59305.0,59645.0,60005.0,62920.0,56942.13671875
2021-11-19,57900.0,58510.0,58880.0,59190.0,59480.0,59740.0,62555.0,58119.578125
2021-11-22,55815.0,56330.0,56665.0,56995.0,57315.0,57615.0,60250.0,56289.2890625
2021-11-23,57855.0,58360.0,58710.0,59025.0,59330.0,59660.0,62475.0,57569.07421875
2021-11-24,57415.0,57815.0,58250.0,58485.0,58705.0,58995.0,61870.0,56280.42578125
2021-11-29,,59110.0,59465.0,59645.0,60005.0,58945.0,,58601.91796875
